#
# Sample c= 5.0 mg/ml
#
# Sample environment:
# Detector = Pilatus2M
# SampleDistance = 2.8129542377649326
# WaveLength = 9.918624552255697e-11
#
#
# N 3
# L q*nm  I_  stddev
#
# Sample Information:
# Storage Temperature (degrees C): 20.0
# Measurement Temperature (degrees C): 20.0
# Concentration: 5.0
# Buffer: bbsa
# Code: BSA_5mg
  4.299522e-02	  3.395432e+02	  8.605605e+00
  4.813660e-02	  3.601011e+02	  4.602749e+00
  5.327799e-02	  3.541227e+02	  3.615237e+00
  5.841937e-02	  3.552744e+02	  2.953019e+00
  6.356076e-02	  3.546303e+02	  2.427675e+00
  6.870215e-02	  3.551892e+02	  2.082665e+00
  7.384353e-02	  3.550214e+02	  1.867963e+00
  7.898492e-02	  3.527995e+02	  1.690472e+00
  8.412630e-02	  3.562777e+02	  1.518548e+00
  8.926769e-02	  3.525585e+02	  1.374636e+00
  9.440907e-02	  3.512456e+02	  1.284130e+00
  9.955046e-02	  3.516030e+02	  1.202740e+00
  1.046918e-01	  3.519715e+02	  1.129278e+00
  1.098332e-01	  3.465883e+02	  1.055055e+00
  1.149746e-01	  3.463046e+02	  1.007325e+00
  1.201160e-01	  3.467910e+02	  9.527371e-01
  1.252574e-01	  3.459283e+02	  9.387037e-01
  1.303988e-01	  3.437022e+02	  8.736051e-01
  1.355402e-01	  3.407092e+02	  8.524136e-01
  1.406815e-01	  3.382256e+02	  8.284110e-01
  1.458229e-01	  3.399330e+02	  8.005912e-01
  1.509643e-01	  3.377185e+02	  7.719992e-01
  1.561057e-01	  3.347719e+02	  7.552599e-01
  1.612471e-01	  3.330531e+02	  7.228027e-01
  1.663885e-01	  3.313645e+02	  7.203809e-01
  1.715299e-01	  3.297514e+02	  6.972778e-01
  1.766712e-01	  3.273677e+02	  6.747233e-01
  1.818126e-01	  3.267490e+02	  6.669977e-01
  1.869540e-01	  3.252861e+02	  6.562718e-01
  1.920954e-01	  3.225578e+02	  6.334287e-01
  1.972368e-01	  3.207838e+02	  6.215221e-01
  2.023782e-01	  3.188196e+02	  6.174480e-01
  2.075196e-01	  3.167499e+02	  6.021941e-01
  2.126609e-01	  3.135307e+02	  5.924942e-01
  2.178023e-01	  3.107812e+02	  5.808643e-01
  2.229437e-01	  3.100119e+02	  5.680973e-01
  2.280851e-01	  3.081159e+02	  5.580383e-01
  2.332265e-01	  3.050121e+02	  5.533086e-01
  2.383679e-01	  3.023617e+02	  5.401059e-01
  2.435093e-01	  2.992312e+02	  5.336793e-01
  2.486506e-01	  2.980638e+02	  5.271335e-01
  2.537920e-01	  2.948241e+02	  5.194660e-01
  2.589334e-01	  2.912419e+02	  5.026349e-01
  2.640748e-01	  2.889519e+02	  5.010775e-01
  2.692162e-01	  2.862008e+02	  4.923712e-01
  2.743576e-01	  2.842197e+02	  4.843420e-01
  2.794990e-01	  2.811550e+02	  4.806191e-01
  2.846403e-01	  2.781093e+02	  4.697292e-01
  2.897817e-01	  2.762318e+02	  4.725016e-01
  2.949231e-01	  2.713625e+02	  4.762832e-01
  3.000645e-01	  2.700021e+02	  4.720442e-01
  3.052059e-01	  2.660257e+02	  4.699413e-01
  3.103473e-01	  2.638755e+02	  4.703248e-01
  3.154887e-01	  2.610580e+02	  4.647024e-01
  3.206300e-01	  2.582853e+02	  4.642957e-01
  3.257714e-01	  2.560044e+02	  4.597644e-01
  3.309128e-01	  2.517532e+02	  4.547763e-01
  3.360542e-01	  2.488574e+02	  4.533708e-01
  3.411956e-01	  2.461463e+02	  4.510672e-01
  3.463370e-01	  2.425545e+02	  4.429293e-01
  3.514784e-01	  2.399443e+02	  4.413032e-01
  3.566197e-01	  2.369155e+02	  4.287826e-01
  3.617611e-01	  2.347735e+02	  4.159017e-01
  3.669025e-01	  2.315841e+02	  4.072608e-01
  3.720439e-01	  2.274097e+02	  4.040605e-01
  3.771853e-01	  2.257350e+02	  3.937708e-01
  3.823267e-01	  2.226508e+02	  3.885765e-01
  3.874680e-01	  2.192611e+02	  3.828399e-01
  3.926094e-01	  2.160948e+02	  3.768828e-01
  3.977508e-01	  2.145327e+02	  3.681429e-01
  4.028922e-01	  2.105056e+02	  3.645664e-01
  4.080336e-01	  2.076030e+02	  3.584115e-01
  4.131750e-01	  2.051555e+02	  3.535297e-01
  4.183164e-01	  2.020332e+02	  3.504022e-01
  4.234577e-01	  1.997293e+02	  3.463320e-01
  4.285991e-01	  1.963713e+02	  3.372179e-01
  4.337405e-01	  1.932985e+02	  3.365502e-01
  4.388819e-01	  1.905392e+02	  3.310699e-01
  4.440233e-01	  1.876640e+02	  3.236828e-01
  4.491647e-01	  1.844282e+02	  3.232422e-01
  4.543061e-01	  1.817821e+02	  3.209186e-01
  4.594474e-01	  1.791152e+02	  3.141285e-01
  4.645889e-01	  1.763028e+02	  3.110592e-01
  4.697302e-01	  1.744783e+02	  3.135662e-01
  4.748716e-01	  1.713461e+02	  3.139555e-01
  4.800130e-01	  1.677709e+02	  3.140320e-01
  4.851544e-01	  1.653445e+02	  3.102785e-01
  4.902958e-01	  1.636353e+02	  3.099552e-01
  4.954371e-01	  1.608585e+02	  3.094986e-01
  5.005785e-01	  1.579761e+02	  3.089999e-01
  5.057199e-01	  1.554166e+02	  3.048766e-01
  5.108613e-01	  1.530156e+02	  3.033605e-01
  5.160027e-01	  1.504032e+02	  3.009819e-01
  5.211441e-01	  1.478334e+02	  3.019571e-01
  5.262855e-01	  1.455908e+02	  2.967452e-01
  5.314268e-01	  1.436086e+02	  2.955241e-01
  5.365682e-01	  1.409069e+02	  2.844936e-01
  5.417096e-01	  1.384791e+02	  2.798266e-01
  5.468510e-01	  1.355454e+02	  2.768633e-01
  5.519924e-01	  1.336853e+02	  2.705525e-01
  5.571338e-01	  1.311078e+02	  2.673190e-01
  5.622752e-01	  1.285454e+02	  2.647031e-01
  5.674165e-01	  1.264377e+02	  2.596655e-01
  5.725579e-01	  1.245068e+02	  2.560894e-01
